'

"Prov/Terr","FSA","Total","Total income","Net income","Taxable income"
48,"T3R",25250,1830630,1684274,1641096
48,"T3S",270,16687,15752,15104
48,"T3T",800,7104,6973,5527
48,"T3Z",9400,1659926,1549666,1476700
48,"T4A",15180,998105,922920,898477
48,"T4B",41200,2642826,2440558,2390620
48,"T4C",28320,2129492,1952634,1898391
48,"T4E",4160,320186,300076,285786
48,"T4G",9930,551910,516472,490914
48,"T4H",9840,565161,527699,502624
48,"T4J",9450,522381,492451,466658
48,"T4L",14190,848804,794627,763001
48,"T4M",5160,338089,316424,309950
48,"T4N",23530,1256522,1178352,1111493
48,"T4P",25070,1395964,1308456,1264829
48,"T4R",28630,1881490,1733378,1693855
48,"T4S",15610,1036184,966644,939900
48,"T4T",11570,638206,599165,575461
48,"T4V",16630,929967,864204,824890
48,"T4X",19430,1412991,1304408,1273455
48,"T5A",25890,1196941,1121210,1068994
48,"T5B",11630,483939,454962,419589
48,"T5C",12280,544684,513281,484826
48,"T5E",24780,1142071,1070981,1015487
48,"T5G",9340,387322,365795,339194
48,"T5H",20300,845321,798486,722553
48,"T5J",7970,529375,496110,447506
48,"T5K",16990,1134003,1046846,1012250
48,"T5L",12890,626366,586996,559651
48,"T5M",11430,645056,594140,567567
48,"T5N",11290,1039480,953712,928620
48,"T5P",15710,685236,647882,608114
48,"T5R",18870,1388430,1278197,1241748
48,"T5S",5600,416898,385185,376439
48,"T5T",59280,3343722,3096121,3011761
48,"T5V",320,18492,17451,16807
48,"T5W",15330,744265,695571,658338
48,"T5X",32440,1645764,1531236,1476911
48,"T5Y",40600,2165553,2016760,1956966
48,"T5Z",26800,1471658,1362688,1325554
48,"T6A",11260,719677,655434,639502
48,"T6B",7560,466395,427496,414805
48,"T6C",15090,1028298,939499,911721
48,"T6E",17250,1119201,1030656,997335
48,"T6G",8730,657618,596861,587406
48,"T6H",21120,1462819,1339309,1303194
48,"T6J",35890,2305211,2105389,2041875
48,"T6K",21160,984191,919686,883370
48,"T6L",39190,1874807,1752548,1686548
48,"T6M",25790,1960574,1794129,1760180
48,"T6N",80,5925,5679,5598
48,"T6P",1390,78005,74895,70526
48,"T6R",35830,3068723,2794296,2727989
48,"T6S",0,0,0,0
48,"T6T",39010,1818673,1704111,1664049
48,"T6V",16630,924152,855651,834996
48,"T6W",60210,4070852,3735654,3669735
48,"T6X",36890,2175070,2017231,1982795
48,"T6Y",220,16714,15409,14749
48,"T7A",9890,610784,572302,553632
48,"T7E",10800,666586,625112,601611
48,"T7N",6630,332497,310784,291830
48,"T7P",6210,299179,282943,263596
48,"T7S",9900,611709,574374,557142
48,"T7V",8310,530525,498315,486338
48,"T7X",35860,2319370,2150930,2093668
48,"T7Y",14350,1093304,1015992,978818
48,"T7Z",15140,936231,870265,843024
48,"T8A",33930,2498618,2278796,2231392
48,"T8B",5920,689912,636613,610451
48,"T8C",3570,342331,318898,309070
48,"T8E",6550,496135,455251,441758
48,"T8G",3760,269054,249488,243382
48,"T8H",23870,1736766,1590440,1561883
48,"T8L",21920,1548524,1433295,1407771
48,"T8N",53360,4002945,3633873,3555579
48,"T8R",12380,744556,690535,669766
48,"T8S",7110,428795,397940,371266
48,"T8T",5910,569290,522068,508759
48,"T8V",25070,1432012,1356971,1265396
48,"T8W",15670,1224809,1143972,1089604
48,"T8X",17340,1211668,1136491,1080377
48,"T9A",11950,603383,567428,534127
48,"T9C",5850,321275,299696,281056
48,"T9E",25800,1607456,1497904,1457053
48,"T9G",5290,313201,291061,282841
48,"T9H",20230,1764214,1659430,1597473
48,"T9J",2660,252844,238644,231809
48,"T9K",29290,3047809,2858301,2772162
48,"T9M",14260,932640,857822,836524
48,"T9N",8970,575484,539479,520590
48,"T9S",5810,335790,313805,303242
48,"T9V",16330,1116537,1037613,1006279
48,"T9W",6540,396850,369437,353215
48,"T9X",4790,282674,264950,251395
48,"Total",3296960,210938131,195459484,188359610
59,"V0A",12550,714015,656659,637449
59,"V0B",29110,1681046,1554314,1498433
59,"V0C",18610,1105977,1040987,961286
59,"V0E",59870,2958958,2754357,2611257
59,"V0G",22840,1167182,1079288,1030687
59,"V0H",50020,2592533,2390661,2271612
59,"V0J",40720,2047967,1909008,1816745
59,"V0K",28180,1223868,1142916,1072907
59,"V0L",3820,127462,119675,110959
59,"V0M",9800,449018,416053,396429
59,"V0N",49920,3202458,2963939,2745778
59,"V0P",5950,261343,239666,224451
59,"V0R",59900,3250613,2981212,2856446
59,"V0S",220,7961,7446,6862
59,"V0T",6310,230514,212387,193981
59,"V0V",1280,37596,35602,32655
59,"V0W",370,17356,16068,14074
59,"V0X",19040,868504,810531,757620
59,"V1A",7180,402184,370007,358730
59,"V1B",19210,1262584,1152468,1122820
59,"V1C",21790,1241254,1145338,1103824
59,"V1E",17860,963483,892465,857620
59,"V1G",12260,725837,683048,634274
59,"V1H",12850,783386,717402,690508
59,"V1J",19610,1343692,1261515,1191093
59,"V1K",8130,372512,346524,326166
59,"V1L",14890,825212,760196,730540
59,"V1M",25800,1821792,1658535,1612144
59,"V1N",11160,624602,576368,558138
59,"V1P",7840,488618,446338,431581
59,"V1R",8400,441711,407332,390389
59,"V1S",10640,707262,641620,629611
59,"V1T",25170,1194239,1114162,1053415
59,"V1V",20720,1423444,1301378,1265326
59,"V1W",31000,2390091,2188034,2109514
59,"V1X",28800,1335335,1251345,1196221
59,"V1Y",32530,1927950,1783080,1716065
59,"V1Z",13050,821975,753791,730314
59,"V2A",35260,1866785,1724456,1643494
59,"V2B",32730,1695928,1578086,1503003
59,"V2C",22680,1326961,1220442,1177535
59,"V2E",12920,855382,778857,760223
59,"V2G",14930,787798,733095,702541
59,"V2H",6450,407978,370992,359384
59,"V2J",18560,943845,886285,837103
59,"V2K",17030,1103577,1016283,987698
59,"V2L",8090,405353,371642,343855
59,"V2M",18480,975281,905117,869421
59,"V2N",26930,1671044,1537748,1495260
59,"V2P",30810,1442725,1351985,1270599
59,"V2R",44070,2445809,2246454,2162096
59,"V2S",43110,2143090,1996820,1908380
59,"V2T",49470,2149202,2027792,1913364
59,"V2V",27870,1397670,1297428,1237798
59,"V2W",17600,1136349,1042183,1015466
59,"V2X",40210,2203733,2032104,1953546
59,"V2Y",36040,2202070,2017295,1970535
59,"V2Z",13040,1066527,993130,954389
59,"V3A",36700,2075082,1921867,1856511
59,"V3B",49870,2709421,2485067,2396049
59,"V3C",32450,1937142,1770068,1714994
59,"V3E",34200,2089195,1906032,1839969
59,"V3G",20620,1396741,1280498,1235382
59,"V3H",30530,2405953,2193933,2128659
59,"V3J",37010,2165321,1985234,1918473
59,"V3K",25850,1466194,1347650,1299418
59,"V3L",24790,1589047,1453700,1399177
59,"V3M",39380,2193618,2020986,1957864
59,"V3N",34110,1746962,1608479,1550372
59,"V3R",51220,2200040,2062414,1954117
59,"V3S",86070,4556533,4210361,4058116
59,"V3T",40170,1628670,1535125,1447146
59,"V3V",46200,1812351,1718592,1628364
59,"V3W",83930,3363735,3186605,3024703
59,"V3X",27410,1416202,1318295,1264406
59,"V3Y",15570,981086,898719,865825
59,"V3Z",29240,2250941,2061016,1994615
59,"V4A",32040,2318840,2119147,2046671
59,"V4B",17610,1316541,1206577,1157948
59,"V4C",39970,1951201,1807924,1737171
59,"V4E",10380,632930,572321,557028
59,"V4G",290,34963,33126,32922
59,"V4K",20750,1394144,1268045,1231933
59,"V4L",6640,574267,520495,504295
59,"V4M",13210,1148485,1053505,1023561
59,"V4N",68850,3807589,3500732,3386644
59,"V4P",11430,907468,831940,801192
59,"V4R",12940,846798,772767,748997
59,"V4S",6010,340563,316715,304231
59,"V4T",25780,1444762,1327159,1280760
59,"V4V",15040,903942,833907,806971
59,"V4W",16850,934063,872556,837601
59,"V4X",11610,716883,670855,636145
59,"V4Z",4360,272766,251020,242721
59,"V5A",20930,1329733,1218860,1186420
59,"V5B",19170,1165706,1072231,1030905
59,"V5C",31000,2023385,1854176,1797556
59,"V5E",23070,1281538,1183725,1128657
59,"V5G",17540,1139278,1057807,1023499
59,"V5H",36780,1816542,1684517,1616113
59,"V5J",20000,1054393,970058,927192
59,"V5K",18900,1116960,1024202,982277
59,"V5L",15230,1009101,926935,889403
59,"V5M",19680,928580,858163,813779
59,"V5N",28970,1619823,1488302,1428675
59,"V5P",28330,1347363,1255907,1197443
59,"V5R",42320,1915248,1777032,1700577
59,"V5S",27060,1476050,1351021,1279286
59,"V5T",20410,1491517,1366999,1314511
59,"V5V",19220,1409837,1290774,1235918
59,"V5W",17650,994885,917140,883324
59,"V5X",26630,1243777,1157941,1109632
59,"V5Y",15260,1445168,1324293,1283677
59,"V5Z",20390,1838249,1690650,1635796
59,"V6A",17410,955426,883238,782204
59,"V6B",26380,2388372,2204568,2130278
59,"V6C",6500,1021753,945664,889630
59,"V6E",24230,2026895,1890634,1808561
59,"V6G",23660,1775961,1639370,1582343
59,"V6H",17780,2051579,1880889,1828451
59,"V6J",18990,2060849,1898429,1811026
59,"V6K",20910,1908340,1741843,1699744
59,"V6L",8570,917709,848451,816721
59,"V6M",13910,1324545,1213562,1176465
59,"V6N",11370,1335694,1228068,1174230
59,"V6P",27360,1835358,1688986,1626161
59,"V6R",15270,1744220,1608892,1540321
59,"V6S",11740,981398,899784,872503
59,"V6T",11180,690602,636198,607552
59,"V6V",9880,539477,498096,480122
59,"V6W",2010,111734,104949,101436
59,"V6X",37120,1690916,1565249,1495383
59,"V6Y",43070,1902403,1756725,1665127
59,"V6Z",16560,1625548,1501972,1448606
59,"V7A",22980,1145784,1053176,1012031
59,"V7B",690,48192,43753,42403
59,"V7C",35000,1813212,1661603,1591789
59,"V7E",31920,1987611,1796738,1740570
59,"V7G",10030,993667,902016,875321
59,"V7H",9950,825555,748474,728814
59,"V7J",13900,1028013,930837,903283
59,"V7K",9920,901746,819771,788649
59,"V7L",23180,1779103,1628209,1564582
59,"V7M",19760,1315759,1205534,1162816
59,"V7N",12490,1131174,1032697,996880
59,"V7P",11420,771512,710363,681370
59,"V7R",12700,1505083,1382828,1321150
59,"V7S",8810,1030889,945482,898905
59,"V7T",8140,719812,663214,638818
59,"V7V",12880,2181823,2032262,1951366
59,"V7W",7060,1114733,1033714,996534
59,"V7X",230,54887,51435,50407
59,"V7Y",280,111614,105053,102907
59,"V7Z",9550,571700,519362,497807
59,"V8A",16220,779651,718854,676877
59,"V8B",11670,833036,764736,745227
59,"V8C",6330,421323,386707,378420
59,"V8E",10220,712875,658838,647183
59,"V8G",15370,872879,806925,772972
59,"V8J",9510,562865,520557,501909
59,"V8K",9590,650940,596494,568091
59,"V8L",21800,1631707,1488086,1443303
59,"V8M",13960,921789,841973,807959
59,"V8N",20900,1451314,1323214,1288481
59,"V8P",14620,915992,832444,812747
59,"V8R",19260,1412548,1285506,1249585
59,"V8S",13840,1250764,1131307,1098714
59,"V8T",16490,856966,791526,752927
59,"V8V",22930,1523207,1396267,1350761
59,"V8W",7450,627341,580450,550770
59,"V8X",20110,1316514,1202816,1167350
59,"V8Y",8680,760578,689411,663455
59,"V8Z",26090,1527347,1391837,1355121
59,"V9A",31840,1821331,1665054,1597205
59,"V9B",42290,2542769,2322315,2259019
59,"V9C",21370,1383034,1252892,1220950
59,"V9E",4380,364744,331463,322540
59,"V9G",13350,727206,664704,639626
59,"V9H",8480,500821,460278,445262
59,"V9J",7830,454463,415264,398054
59,"V9K",14760,820825,745472,717549
59,"V9L",30190,1543300,1428373,1358891
59,"V9M",15200,909310,824782,797653
59,"V9N",27660,1482031,1356435,1299089
59,"V9P",25030,1445421,1313077,1262905
59,"V9R",25510,1292755,1195190,1125497
59,"V9S",13790,677685,627806,595121
59,"V9T",30170,1734251,1587275,1534836
59,"V9V",9520,585981,528786,510966
59,"V9W",26040,1331322,1230320,1171001
59,"V9X",8930,508205,467920,448529
59,"V9Y",21800,1005605,930632,871020
59,"V9Z",16020,884315,809951,780461
59,"Total",4115170,249411879,229772098,220620494
60,"Y0A",1350,73200,67991,58573
60,"Y0B",5440,305440,286549,249936
60,"Y1A",24310,1720747,1572345,1427356
60,"Total",31100,2099388,1926885,1735865
61,"X0E",15760,917051,848455,760364
61,"X0G",390,13925,13262,10894
61,"X1A",16030,1325748,1198211,1110957
61,"Total",32190,2256724,2059928,1882214
62,"X0A",11780,719234,664417,602684
62,"X0B",4050,189254,176909,158157
62,"X0C",6610,337736,316890,284970
62,"Total",22440,1246223,1158216,1045812
"Canada","Total",29866500,1726353028,1583936322,1525544645

